6,151700,351102
6,155799,354358
6,142857,352716
6,152726,349144
6,151008,349692
6,145865,351895
6,148629,350242
6,151083,353684
6,161316,348971
6,158758,352360
6,145731,350480
6,159597,355339
6,152294,345996
6,149801,349982
6,152260,350394
6,149352,342567
6,149607,353888
6,154711,359310
6,154456,349715
6,154482,351351
6,152123,348751
6,146182,350827
6,152268,349032
6,155155,350195
6,151546,355246
6,153272,347661
6,152299,348418
6,149040,349665
6,150929,349676
6,147510,354280
6,152809,356672
6,146373,346559
6,146620,347645
6,147440,351382
6,140689,347871
6,154549,356725
6,151028,355250
6,147613,351520
6,154333,352207
6,144588,348394
6,149677,352370
6,149236,353471
6,151009,350546
6,150989,356166
6,147265,351837
6,149905,349644
6,149479,351115
6,151985,353649
6,153457,349093
6,153508,350082
6,147269,357194
6,150245,348533
6,146161,352594
6,146479,352222
6,149978,354997
6,154847,352140
6,147566,342000
6,151174,347435
6,149287,351539
6,153533,351164
6,146556,355830
6,150103,354435
6,151747,351738
6,153480,350609
6,154883,345616
6,150272,355889
6,145283,349950
6,147653,344901
6,146643,351028
6,157433,351067
6,148053,348011
6,152366,351788
6,149392,347713
6,152810,346040
6,147581,344238
6,145566,348412
6,145502,347577
6,151544,351539
6,149439,345216
6,149380,349283
6,154488,345713
6,150922,355786
6,150626,349695
6,155021,354360
6,147456,351303
6,152203,353079
6,152641,346632
6,149229,353880
6,150682,354638
6,146313,343097
6,146370,349082
6,150332,347981
6,152284,350721
6,158176,348142
6,147891,350667
6,150592,351938
6,149739,350744
6,143887,349016
6,148612,345804
6,144325,349614
6,152658,348627
6,147192,345695
6,150317,349855
6,148278,349168
6,150960,350700
6,148102,352932
6,151549,351968
6,152338,354342
6,155413,348247
6,149386,347218
6,143238,349025
6,147345,354087
6,154284,354530
6,146610,349265
6,153039,348426
6,150392,345255
6,154543,352568
6,143799,349452
6,149375,346232
6,146180,348565
6,159196,345163
6,152610,351614
6,154361,349889
6,146654,354798
6,148518,345574
6,149138,352967
6,153474,350799
6,149121,350172
6,152218,352477
6,143512,353106
6,148881,346518
6,147396,353889
6,145013,345694
6,151606,346781
6,150892,347973
6,150106,352328
6,145783,346212
6,153565,351410
6,151107,351407
6,149054,350390
6,150072,351752
6,149171,346227
6,144465,352617
6,149097,350267
6,147371,352034
6,146903,346596
6,146343,349798
6,148313,352593
6,143667,352558
6,153049,350040
6,151645,344332
6,149937,346543
6,149890,350677
6,147476,352247
6,153221,351779
6,149579,348030
6,147740,356836
6,154273,350655
6,149289,352652
6,148137,348506
6,149071,346399
6,147319,351888
6,146458,352911
6,157988,356532
6,155235,348859
6,150973,344975
6,146025,354691
6,147263,350557
6,149442,346398
6,152503,348491
6,145788,347034
6,142632,352916
6,145418,351405
6,151055,350869
6,151238,350880
6,151428,347558
6,149588,353084
6,150581,351148
6,148494,349028
6,152726,349691
6,145694,349249
6,151439,347353
6,147316,352064
6,148941,354275
6,151748,357959
6,153286,351914
6,146466,347059
6,153987,351031
6,152088,347040
6,149785,348049
6,149383,347865
6,149312,347309
6,149041,351094
6,150073,346498
6,150162,352116
6,152612,352764
6,154829,353747
6,151477,350083
6,149337,351881
6,151977,355871
6,150579,350225
6,146744,349115
6,153002,355877
6,150971,342203
6,150427,348606
6,151629,357810
6,150827,348599
6,147023,347939
6,149487,346090
6,149538,352449
6,148318,343193
6,155319,348017
6,147231,351507
6,148470,349842
6,147748,351738
6,146287,350027
6,149392,352082
6,149133,345863
6,154839,351170
6,149213,344992
6,146635,352128
6,155071,349530
6,153904,352452
6,149274,348236
6,145237,350558
6,148594,353176
6,149507,343722
6,150873,344212
6,149174,344152
6,151402,352810
6,151239,351399
6,146045,347394
6,147002,354417
6,147656,350199
6,148394,344847
6,148986,346692
6,150039,345645
6,140421,352047
6,148555,347964
6,153929,346706
6,146627,347847
6,152953,347664
6,151108,352795
6,149908,351493
6,150577,351009
6,145051,350813
6,149733,350108
6,155072,347522
6,150311,351735
6,150131,347429
6,147678,346395
6,149903,346611
6,150735,352809
6,151348,353222
6,148821,344348
6,149252,349459
6,156399,351433
6,142858,347365
6,157050,353099
6,151067,350907
6,153162,349835
6,144737,347720
6,148134,351944
6,149121,352584
6,151337,351610
6,144718,348717
6,151491,353047
6,146165,346763
6,150209,350475
6,152063,354600
6,151034,349507
6,153424,347687
6,153181,356433
6,147942,349017
6,150813,351471
6,147014,347173
6,145820,350487
6,152925,351762
6,150000,350014
6,149826,351009
6,152881,354078
6,151880,345770
6,151107,350758
6,153954,344130
6,152940,350383
6,150758,356150
6,147817,352743
6,147940,349772
6,153770,349313
6,144903,351152
6,149923,353318
6,143837,349430
6,153227,355403
6,152725,347705
6,150004,343715
6,149776,347623
6,142138,348587
6,151838,349011
6,143067,346641
6,142666,353474
6,150253,344940
6,147001,348153
6,151301,347080
6,152141,348722
6,152712,348175
6,147814,351287
6,151421,346866
6,150318,347450
6,152612,350579
6,151695,353580
6,152839,344449
6,149583,355621
6,149535,347190
6,153187,352357
6,143284,352631
6,148404,354003
6,145982,347970
6,148790,349956
6,152051,349694
6,152611,348355
6,146790,350534
6,148510,350979
6,150433,348935
6,149077,350324
6,150954,358508
6,151265,350103
6,147059,351941
6,149441,348489
6,143258,347665
6,153622,349274
6,148011,351577
6,146193,347097
6,149197,344090
6,145482,349716
6,149934,348620
6,148227,350704
6,156887,350955
6,153600,352654
6,142104,352045
6,151396,345969
6,145579,344761
6,149193,351500
6,150520,351016
6,152365,347281
6,149137,353807
6,154985,350602
6,148479,350237
6,151036,350965
6,152102,352583
6,150269,354824
6,152786,349454
6,151022,344657
6,147520,352941
6,144291,346510
6,155877,354501
6,148088,347954
6,150327,354726
6,151781,347642
6,150359,346535
6,147139,352725
6,148521,345563
6,149605,352102
6,154677,351845
6,147278,349277
6,152481,349174
6,150976,356572
6,149260,348748
6,146658,349067
6,149101,346956
6,149726,347413
6,145353,347699
6,150608,355440
6,147400,348512
6,149702,347799
6,151063,348696
6,147139,351962
6,149088,345769
6,151107,352084
6,144195,345231
6,153276,349916
6,157667,345018
6,153034,351990
6,149001,352080
6,151355,347972
6,146724,350672
6,155938,351106
6,152975,353945
6,152490,350653
6,147230,352994
6,151012,349734
6,148235,347784
6,149015,349782
6,148197,349193
6,146756,352450
6,147126,349536
6,149336,347287
6,144628,348976
6,151921,353932
6,149627,348657
6,152211,348149
6,150853,353181
6,151563,350475
6,145310,348390
6,146774,347353
6,148586,345202
6,150347,350517
6,153569,349359
6,149083,350912
6,153989,345816
6,151503,354309
6,153713,351904
6,150401,345111
6,147923,353118
6,145315,347683
6,150492,351000
6,152588,350949
6,149075,347144
6,148290,340826
6,149024,351587
6,146532,348577
6,148441,347963
6,149428,351261
6,150145,347844
6,149798,352092
6,151933,350668
6,150346,346915
6,155736,353207
6,150987,351592
6,155706,354510
6,147713,346963
6,151665,347350
6,149177,350904
6,151898,352289
6,151878,352793
6,143087,349329
6,145804,348838
6,145443,351598
6,151271,356308
6,154649,353248
6,148967,350163
6,152569,348449
6,151725,351745
6,146674,348144
6,151257,350876
6,147622,352211
6,154795,353388
6,149897,351840
6,155173,354853
6,148656,355690
6,151864,344216
6,149801,344384
6,143606,346458
6,146894,343403
6,151937,349070
6,149826,348924
6,146462,350434
6,148019,350702
6,150789,347920
6,146860,347127
6,153083,352805
6,147974,348596
6,155720,346258
6,146585,349691
6,150630,350705
6,145190,348226
6,147712,351859
6,148124,350523
6,151269,349457
6,152979,350159
6,150950,351537
6,148820,348493
6,152579,346939
6,152526,349763
6,150380,350444
6,151806,351784
6,151305,350036
6,146879,348249
6,152402,352117
6,147922,349435
6,148090,352348
6,150560,349773
6,149028,349883
6,149583,349669
6,151883,347290
6,153310,347414
6,149374,346913
6,151036,355719
6,149246,349295
6,150726,353032
6,151391,351238
6,148049,355655
6,150869,353004
6,151901,346330
6,150292,349000
6,155470,353353
6,148076,350714
6,147669,356894
6,144466,349296
6,152879,345405
6,152742,351671
6,149747,347106
6,152841,350440
6,150581,353450
6,150920,351062
6,150357,350979
6,151391,349519
6,150321,349571
6,158814,350557
6,146311,340824
6,144136,350651
6,146393,352755
6,146543,345571
6,148629,345074
6,149467,351901
6,149309,345188
6,151712,344887
6,151231,352606
6,152376,348179
6,155623,354479
6,153868,346321
6,145942,347661
6,142635,350024
6,152852,352014
6,144195,350891
6,150211,350624
6,150112,349288
6,157043,348882
6,149781,351490
6,148396,348622
6,150746,351401
